	word	zstat	pvalue	f1_count	f2_count
0	part society	2.1670023634577396	0.015117336953865648	6	0
1	staff patient	1.5305677111449167	0.06293813345848726	3	0
2	patient staff	1.5305677111449167	0.06293813345848726	3	0
3	general public	1.5305677111449167	0.06293813345848726	3	0
4	see society	1.5305677111449167	0.06293813345848726	3	0
5	take longer	1.5305677111449167	0.06293813345848726	3	0
6	patient family	1.5305677111449167	0.06293813345848726	3	0
7	family member	1.5305677111449167	0.06293813345848726	3	0
8	society anyone	1.2492323388874769	0.1057900535470383	2	0
9	may need	1.2492323388874769	0.1057900535470383	2	0
10	member society	1.2492323388874769	0.1057900535470383	2	0
11	society people	1.2492323388874769	0.1057900535470383	2	0
12	patient death	1.2492323388874769	0.1057900535470383	2	0
13	consider everyone	1.2492323388874769	0.1057900535470383	2	0
14	hospital society	1.2492323388874769	0.1057900535470383	2	0
15	need enter	1.2492323388874769	0.1057900535470383	2	0
16	input usernamepassword	1.2492323388874769	0.1057900535470383	2	0
17	society general	1.2492323388874769	0.1057900535470383	2	0
18	impact society	1.2492323388874769	0.1057900535470383	2	0
19	society could	1.2492323388874769	0.1057900535470383	2	0
20	could possibly	1.2492323388874769	0.1057900535470383	2	0
21	society rest	1.2492323388874769	0.1057900535470383	2	0
22	society everyone	1.2492323388874769	0.1057900535470383	2	0
23	thing done	1.2492323388874769	0.1057900535470383	2	0
24	need help	1.2492323388874769	0.1057900535470383	2	0
25	patient patient	1.2492323388874769	0.1057900535470383	2	0
26	patient may	1.2492323388874769	0.1057900535470383	2	0
27	private information	1.2492323388874769	0.1057900535470383	2	0
28	society society	1.2492323388874769	0.1057900535470383	2	0
29	help society	1.2492323388874769	0.1057900535470383	2	0
30	sure staff	0.8830080123924099	0.18861597122675478	1	0
31	imagine societal	0.8830080123924099	0.18861597122675478	1	0
32	bo varied	0.8830080123924099	0.18861597122675478	1	0
33	difficulty could	0.8830080123924099	0.18861597122675478	1	0
34	case something	0.8830080123924099	0.18861597122675478	1	0
35	staff family	0.8830080123924099	0.18861597122675478	1	0
36	staff varying	0.8830080123924099	0.18861597122675478	1	0
37	process racially	0.8830080123924099	0.18861597122675478	1	0
38	possibly lead	0.8830080123924099	0.18861597122675478	1	0
39	around hospital	0.8830080123924099	0.18861597122675478	1	0
40	might suffering	0.8830080123924099	0.18861597122675478	1	0
41	felt left	0.8830080123924099	0.18861597122675478	1	0
42	area society	0.8830080123924099	0.18861597122675478	1	0
43	society rather	0.8830080123924099	0.18861597122675478	1	0
44	low still	0.8830080123924099	0.18861597122675478	1	0
45	think le	0.8830080123924099	0.18861597122675478	1	0
46	potentially saving	0.8830080123924099	0.18861597122675478	1	0
47	lead patient	0.8830080123924099	0.18861597122675478	1	0
48	one could	0.8830080123924099	0.18861597122675478	1	0
49	time could	0.8830080123924099	0.18861597122675478	1	0
50	inconvenience need	0.8830080123924099	0.18861597122675478	1	0
51	care patient	0.8830080123924099	0.18861597122675478	1	0
52	considered society	0.8830080123924099	0.18861597122675478	1	0
53	care well	0.8830080123924099	0.18861597122675478	1	0
54	access never	0.8830080123924099	0.18861597122675478	1	0
55	verse news	0.8830080123924099	0.18861597122675478	1	0
56	mean lesser	0.8830080123924099	0.18861597122675478	1	0
57	human being	0.8830080123924099	0.18861597122675478	1	0
58	black white	0.8830080123924099	0.18861597122675478	1	0
59	take valuable	0.8830080123924099	0.18861597122675478	1	0
60	away someone	0.8830080123924099	0.18861597122675478	1	0
61	care doctor	0.8830080123924099	0.18861597122675478	1	0
62	society case	0.8830080123924099	0.18861597122675478	1	0
63	society mean	0.8830080123924099	0.18861597122675478	1	0
64	due family	0.8830080123924099	0.18861597122675478	1	0
65	level knowledge	0.8830080123924099	0.18861597122675478	1	0
66	however might	0.8830080123924099	0.18861597122675478	1	0
67	delayed lower	0.8830080123924099	0.18861597122675478	1	0
68	include hospital	0.8830080123924099	0.18861597122675478	1	0
69	think society	0.8830080123924099	0.18861597122675478	1	0
70	needing immediately	0.8830080123924099	0.18861597122675478	1	0
71	possibly face	0.8830080123924099	0.18861597122675478	1	0
72	faith hospital	0.8830080123924099	0.18861597122675478	1	0
73	though believe	0.8830080123924099	0.18861597122675478	1	0
74	nurse administrative	0.8830080123924099	0.18861597122675478	1	0
75	access file	0.8830080123924099	0.18861597122675478	1	0
76	could problem	0.8830080123924099	0.18861597122675478	1	0
77	society outsider	0.8830080123924099	0.18861597122675478	1	0
78	use secure	0.8830080123924099	0.18861597122675478	1	0
79	spends entering	0.8830080123924099	0.18861597122675478	1	0
80	society family	0.8830080123924099	0.18861597122675478	1	0
81	longer medical	0.8830080123924099	0.18861597122675478	1	0
82	believe society	0.8830080123924099	0.18861597122675478	1	0
83	affected person	0.8830080123924099	0.18861597122675478	1	0
84	someone authorized	0.8830080123924099	0.18861597122675478	1	0
