	word	zstat	pvalue	f1_count	f2_count
0	need	1.7951670487403089	0.03631354437262116	14	5
1	higher	1.6147619037760086	0.05318113303396519	3	0
2	taken	1.6147619037760086	0.05318113303396519	3	0
3	financial	1.6147619037760086	0.05318113303396519	3	0
4	however	1.3165518893975106	0.09399443718520478	2	0
5	always	1.3165518893975106	0.09399443718520478	2	0
6	back	1.3165518893975106	0.09399443718520478	2	0
7	available	1.3165518893975106	0.09399443718520478	2	0
8	really	1.3165518893975106	0.09399443718520478	2	0
9	lose	1.3165518893975106	0.09399443718520478	2	0
10	icu	0.9641457397413818	0.16748643177387473	14	8
11	machince	0.9296080831174398	0.1762870203918817	1	0
12	waste	0.9296080831174398	0.1762870203918817	1	0
13	okay	0.9296080831174398	0.1762870203918817	1	0
14	away	0.9296080831174398	0.1762870203918817	1	0
15	stuck	0.9296080831174398	0.1762870203918817	1	0
16	moved	0.9296080831174398	0.1762870203918817	1	0
17	safe	0.9296080831174398	0.1762870203918817	1	0
18	extra	0.9296080831174398	0.1762870203918817	1	0
19	mortality	0.9296080831174398	0.1762870203918817	1	0
20	possibility	0.9296080831174398	0.1762870203918817	1	0
21	realistically	0.9296080831174398	0.1762870203918817	1	0
22	implication	0.9296080831174398	0.1762870203918817	1	0
23	drastic	0.9296080831174398	0.1762870203918817	1	0
24	appreciated	0.9296080831174398	0.1762870203918817	1	0
25	next	0.9296080831174398	0.1762870203918817	1	0
26	moderate	0.9296080831174398	0.1762870203918817	1	0
27	nonexistent	0.9296080831174398	0.1762870203918817	1	0
28	bill	0.9296080831174398	0.1762870203918817	1	0
29	reflect	0.9296080831174398	0.1762870203918817	1	0
30	huy	0.9296080831174398	0.1762870203918817	1	0
31	deems	0.9296080831174398	0.1762870203918817	1	0
32	predicted	0.9296080831174398	0.1762870203918817	1	0
33	soon	0.9296080831174398	0.1762870203918817	1	0
34	covered	0.9296080831174398	0.1762870203918817	1	0
35	expensive	0.9296080831174398	0.1762870203918817	1	0
36	almost	0.9296080831174398	0.1762870203918817	1	0
37	believe	0.9296080831174398	0.1762870203918817	1	0
38	enough	0.9296080831174398	0.1762870203918817	1	0
39	chaces	0.9296080831174398	0.1762870203918817	1	0
40	situation	0.9296080831174398	0.1762870203918817	1	0
41	significant	0.9296080831174398	0.1762870203918817	1	0
42	positively	0.9296080831174398	0.1762870203918817	1	0
43	except	0.9296080831174398	0.1762870203918817	1	0
44	taking	0.9296080831174398	0.1762870203918817	1	0
45	take	0.9296080831174398	0.1762870203918817	1	0
46	pay	0.9296080831174398	0.1762870203918817	1	0
47	tothe	0.9296080831174398	0.1762870203918817	1	0
48	decision	0.9296080831174398	0.1762870203918817	1	0
