	word	zstat	pvalue	f1_count	f2_count
0	believe	1.57946457741607	0.057114767630650765	3	0
1	death	1.57946457741607	0.057114767630650765	3	0
2	affect	1.57946457741607	0.057114767630650765	3	0
3	support	1.4153576783727673	0.078481825821479	5	1
4	care	1.4153576783727673	0.078481825821479	5	1
5	doctor	1.2882889447751158	0.09882270000348947	2	0
6	data	1.2882889447751158	0.09882270000348947	2	0
7	speak	1.2882889447751158	0.09882270000348947	2	0
8	system	1.2882889447751158	0.09882270000348947	2	0
9	around	1.2882889447751158	0.09882270000348947	2	0
10	like	1.2882889447751158	0.09882270000348947	2	0
11	chance	1.2882889447751158	0.09882270000348947	2	0
12	individual	1.1602331750032704	0.12297694171167528	6	2
13	citizen	0.9100143398187358	0.18140747367774168	1	0
14	possibly	0.9100143398187358	0.18140747367774168	1	0
15	therefore	0.9100143398187358	0.18140747367774168	1	0
16	necessary	0.9100143398187358	0.18140747367774168	1	0
17	maybe	0.9100143398187358	0.18140747367774168	1	0
18	denied	0.9100143398187358	0.18140747367774168	1	0
19	even	0.9100143398187358	0.18140747367774168	1	0
20	past	0.9100143398187358	0.18140747367774168	1	0
21	show	0.9100143398187358	0.18140747367774168	1	0
22	got	0.9100143398187358	0.18140747367774168	1	0
23	expecting	0.9100143398187358	0.18140747367774168	1	0
24	complication	0.9100143398187358	0.18140747367774168	1	0
25	correct	0.9100143398187358	0.18140747367774168	1	0
26	unneeded	0.9100143398187358	0.18140747367774168	1	0
27	illness	0.9100143398187358	0.18140747367774168	1	0
28	whether	0.9100143398187358	0.18140747367774168	1	0
29	harmed	0.9100143398187358	0.18140747367774168	1	0
30	higher	0.9100143398187358	0.18140747367774168	1	0
31	liable	0.9100143398187358	0.18140747367774168	1	0
32	harmful	0.9100143398187358	0.18140747367774168	1	0
33	sick	0.9100143398187358	0.18140747367774168	1	0
34	going	0.9100143398187358	0.18140747367774168	1	0
35	short	0.9100143398187358	0.18140747367774168	1	0
36	know	0.9100143398187358	0.18140747367774168	1	0
37	admitted	0.9100143398187358	0.18140747367774168	1	0
38	turbulence	0.9100143398187358	0.18140747367774168	1	0
39	floor	0.9100143398187358	0.18140747367774168	1	0
40	information	0.9100143398187358	0.18140747367774168	1	0
41	devastated	0.9100143398187358	0.18140747367774168	1	0
42	based	0.9100143398187358	0.18140747367774168	1	0
43	today	0.9100143398187358	0.18140747367774168	1	0
44	etc	0.9100143398187358	0.18140747367774168	1	0
45	way	0.9100143398187358	0.18140747367774168	1	0
46	percentage	0.9100143398187358	0.18140747367774168	1	0
47	probably	0.9100143398187358	0.18140747367774168	1	0
48	distrust	0.9100143398187358	0.18140747367774168	1	0
49	effect	0.9100143398187358	0.18140747367774168	1	0
50	form	0.9100143398187358	0.18140747367774168	1	0
51	becomes	0.9100143398187358	0.18140747367774168	1	0
52	try	0.9100143398187358	0.18140747367774168	1	0
53	significant	0.9100143398187358	0.18140747367774168	1	0
54	level	0.9100143398187358	0.18140747367774168	1	0
55	apart	0.9100143398187358	0.18140747367774168	1	0
56	using	0.9100143398187358	0.18140747367774168	1	0
57	nurse	0.9100143398187358	0.18140747367774168	1	0
58	reviverescue	0.9100143398187358	0.18140747367774168	1	0
59	benefit	0.9100143398187358	0.18140747367774168	1	0
60	group	0.9100143398187358	0.18140747367774168	1	0
61	decision	0.9100143398187358	0.18140747367774168	1	0
62	caucasian	0.9100143398187358	0.18140747367774168	1	0
63	hurt	0.9100143398187358	0.18140747367774168	1	0
64	work	0.9100143398187358	0.18140747367774168	1	0
65	wrongful	0.9100143398187358	0.18140747367774168	1	0
66	outcome	0.9100143398187358	0.18140747367774168	1	0
67	aswell	0.9100143398187358	0.18140747367774168	1	0
68	proper	0.9100143398187358	0.18140747367774168	1	0
69	pas	0.9100143398187358	0.18140747367774168	1	0
70	point	0.9100143398187358	0.18140747367774168	1	0
71	devote	0.9100143398187358	0.18140747367774168	1	0
72	adequate	0.9100143398187358	0.18140747367774168	1	0
73	loved	0.9100143398187358	0.18140747367774168	1	0
74	open	0.9100143398187358	0.18140747367774168	1	0
75	specialty	0.9100143398187358	0.18140747367774168	1	0
76	go	0.9100143398187358	0.18140747367774168	1	0
77	nursing	0.9100143398187358	0.18140747367774168	1	0
78	getting	0.9100143398187358	0.18140747367774168	1	0
79	difficult	0.9100143398187358	0.18140747367774168	1	0
80	ethnicity	0.9100143398187358	0.18140747367774168	1	0
81	greatest	0.9100143398187358	0.18140747367774168	1	0
82	failing	0.9100143398187358	0.18140747367774168	1	0
83	might	0.9100143398187358	0.18140747367774168	1	0
84	harder	0.9100143398187358	0.18140747367774168	1	0
85	hardship	0.9100143398187358	0.18140747367774168	1	0
86	making	0.9100143398187358	0.18140747367774168	1	0
87	question	0.9100143398187358	0.18140747367774168	1	0
88	poor	0.9100143398187358	0.18140747367774168	1	0
89	job	0.9100143398187358	0.18140747367774168	1	0
90	among	0.9100143398187358	0.18140747367774168	1	0
91	properly	0.9100143398187358	0.18140747367774168	1	0
92	tend	0.9100143398187358	0.18140747367774168	1	0
93	experience	0.9100143398187358	0.18140747367774168	1	0
94	loss	0.9100143398187358	0.18140747367774168	1	0
95	stick	0.9100143398187358	0.18140747367774168	1	0
96	lead	0.9100143398187358	0.18140747367774168	1	0
97	trauma	0.9100143398187358	0.18140747367774168	1	0
98	deteriorating	0.9100143398187358	0.18140747367774168	1	0
99	want	0.9100143398187358	0.18140747367774168	1	0
100	dying	0.9100143398187358	0.18140747367774168	1	0
101	friend	0.8169832245957331	0.20696900741204416	3	1
102	die	0.8169832245957331	0.20696900741204416	3	1
103	without	0.8169832245957331	0.20696900741204416	3	1
104	mistake	0.5900165743578043	0.2775897688371215	4	2
105	patient	0.41849216716418036	0.33779365612152906	13	9
106	ill	0.41590163149616466	0.33874099281258396	2	1
107	greater	0.41590163149616466	0.33874099281258396	2	1
108	minority	0.41590163149616466	0.33874099281258396	2	1
109	different	0.41590163149616466	0.33874099281258396	2	1
110	mistakenly	0.41590163149616466	0.33874099281258396	2	1
111	time	0.41590163149616466	0.33874099281258396	2	1
112	make	0.41590163149616466	0.33874099281258396	2	1
113	get	0.41590163149616466	0.33874099281258396	2	1
114	machine	0.41590163149616466	0.33874099281258396	2	1
115	staff	0.12801312390092498	0.449069293561568	4	3
116	may	0.12801312390092498	0.449069293561568	4	3
117	family	-0.013926547303556533	0.5055557089517123	6	5
118	hospital	-0.06652278340203631	0.5265191903245808	7	6
119	harm	-0.13529975219099385	0.5538125594999956	1	1
120	person	-0.13529975219099385	0.5538125594999956	1	1
121	away	-0.13529975219099385	0.5538125594999956	1	1
122	risk	-0.13529975219099385	0.5538125594999956	1	1
123	employee	-0.13529975219099385	0.5538125594999956	1	1
124	considering	-0.13529975219099385	0.5538125594999956	1	1
125	end	-0.13529975219099385	0.5538125594999956	1	1
126	medical	-0.13529975219099385	0.5538125594999956	1	1
127	coworkers	-0.13529975219099385	0.5538125594999956	1	1
128	always	-0.13529975219099385	0.5538125594999956	1	1
129	required	-0.13529975219099385	0.5538125594999956	1	1
130	public	-0.13529975219099385	0.5538125594999956	1	1
131	member	-0.13529975219099385	0.5538125594999956	1	1
132	another	-0.13529975219099385	0.5538125594999956	1	1
133	community	-0.13529975219099385	0.5538125594999956	1	1
134	regular	-0.13529975219099385	0.5538125594999956	1	1
135	room	-0.13529975219099385	0.5538125594999956	1	1
136	ethnic	-0.13529975219099385	0.5538125594999956	1	1
137	unnecessary	-0.13529975219099385	0.5538125594999956	1	1
138	high	-0.13529975219099385	0.5538125594999956	1	1
139	financial	-0.13529975219099385	0.5538125594999956	1	1
140	case	-0.13529975219099385	0.5538125594999956	1	1
141	potentially	-0.13529975219099385	0.5538125594999956	1	1
142	accurate	-0.13529975219099385	0.5538125594999956	1	1
143	consider	-0.13529975219099385	0.5538125594999956	1	1
144	predicting	-0.13529975219099385	0.5538125594999956	1	1
145	general	-0.13529975219099385	0.5538125594999956	1	1
146	emotional	-0.13529975219099385	0.5538125594999956	1	1
147	life	-0.13529975219099385	0.5538125594999956	1	1
148	one	-0.19174096087450876	0.5760274404524544	2	2
149	people	-0.23532452965715892	0.5930215711403092	3	3
150	society	-0.3115852669890874	0.622322133774398	14	13
151	needed	-0.6661823829314498	0.7473527340096573	2	3
152	truly	-0.7476613144237408	0.7726677644895634	1	2
153	take	-0.7476613144237408	0.7726677644895634	1	2
154	impact	-0.7476613144237408	0.7726677644895634	1	2
155	treatment	-1.0606656336721219	0.8555790583684095	2	4
156	consequence	-1.101158904346872	0.8645862479768419	0	1
157	prediction	-1.101158904346872	0.8645862479768419	0	1
158	somebody	-1.101158904346872	0.8645862479768419	0	1
159	bankrupt	-1.101158904346872	0.8645862479768419	0	1
160	see	-1.101158904346872	0.8645862479768419	0	1
161	race	-1.101158904346872	0.8645862479768419	0	1
162	deal	-1.101158904346872	0.8645862479768419	0	1
163	save	-1.101158904346872	0.8645862479768419	0	1
164	cause	-1.101158904346872	0.8645862479768419	0	1
165	compared	-1.101158904346872	0.8645862479768419	0	1
166	systemwide	-1.101158904346872	0.8645862479768419	0	1
167	also	-1.101158904346872	0.8645862479768419	0	1
168	biased	-1.101158904346872	0.8645862479768419	0	1
169	mean	-1.101158904346872	0.8645862479768419	0	1
170	spot	-1.101158904346872	0.8645862479768419	0	1
171	space	-1.101158904346872	0.8645862479768419	0	1
172	helpful	-1.101158904346872	0.8645862479768419	0	1
173	burden	-1.101158904346872	0.8645862479768419	0	1
174	either	-1.101158904346872	0.8645862479768419	0	1
175	unneccessarily	-1.101158904346872	0.8645862479768419	0	1
